step,strat,count
2410,"3,0,0,0",760
2410,"1,1,0,1",51
2410,"0,1,1,1",72
2410,"2,1,0,0",26
2410,"1,2,0,0",15
2410,"2,0,0,1",14
2410,"1,0,0,2",19
2410,"2,0,1,0",38
2410,"0,1,2,0",3
2410,"1,0,1,1",2
2411,"3,0,0,0",760
2411,"1,1,0,1",51
2411,"0,1,1,1",72
2411,"2,1,0,0",26
2411,"1,2,0,0",15
2411,"2,0,0,1",14
2411,"1,0,0,2",19
2411,"2,0,1,0",38
2411,"0,1,2,0",3
2411,"1,0,1,1",2
2412,"3,0,0,0",760
2412,"1,1,0,1",51
2412,"0,1,1,1",72
2412,"2,1,0,0",26
2412,"1,2,0,0",15
2412,"2,0,0,1",14
2412,"1,0,0,2",19
2412,"2,0,1,0",38
2412,"0,1,2,0",3
2412,"1,0,1,1",2
2413,"3,0,0,0",760
2413,"1,1,0,1",51
2413,"0,1,1,1",72
2413,"2,1,0,0",25
2413,"1,2,0,0",15
2413,"2,0,0,1",14
2413,"1,0,0,2",20
2413,"2,0,1,0",38
2413,"0,1,2,0",3
2413,"1,0,1,1",2
2414,"3,0,0,0",759
2414,"1,1,0,1",51
2414,"0,1,1,1",72
2414,"2,1,0,0",26
2414,"1,2,0,0",15
2414,"2,0,0,1",14
2414,"1,0,0,2",20
2414,"2,0,1,0",38
2414,"0,1,2,0",3
2414,"1,0,1,1",2
2415,"3,0,0,0",758
2415,"1,1,0,1",51
2415,"0,1,1,1",72
2415,"2,1,0,0",26
2415,"1,2,0,0",15
2415,"2,0,0,1",15
2415,"1,0,0,2",20
2415,"2,0,1,0",38
2415,"0,1,2,0",3
2415,"1,0,1,1",2
2416,"3,0,0,0",758
2416,"1,1,0,1",51
2416,"0,1,1,1",72
2416,"2,1,0,0",26
2416,"1,2,0,0",15
2416,"2,0,0,1",15
2416,"1,0,0,2",20
2416,"2,0,1,0",38
2416,"0,1,2,0",3
2416,"1,0,1,1",2
2417,"3,0,0,0",758
2417,"1,1,0,1",51
2417,"0,1,1,1",72
2417,"2,1,0,0",26
2417,"1,2,0,0",15
2417,"2,0,0,1",15
2417,"1,0,0,2",20
2417,"2,0,1,0",38
2417,"0,1,2,0",3
2417,"1,0,1,1",2
2418,"3,0,0,0",758
2418,"1,1,0,1",51
2418,"0,1,1,1",72
2418,"2,1,0,0",25
2418,"1,2,0,0",15
2418,"2,0,0,1",15
2418,"1,0,0,2",20
2418,"2,0,1,0",39
2418,"0,1,2,0",3
2418,"1,0,1,1",2
2419,"3,0,0,0",758
2419,"1,1,0,1",51
2419,"0,1,1,1",72
2419,"2,1,0,0",24
2419,"1,2,0,0",15
2419,"2,0,0,1",15
2419,"1,0,0,2",21
2419,"2,0,1,0",39
2419,"0,1,2,0",3
2419,"1,0,1,1",2
2420,"3,0,0,0",758
2420,"1,1,0,1",51
2420,"0,1,1,1",72
2420,"2,1,0,0",24
2420,"1,2,0,0",15
2420,"2,0,0,1",15
2420,"1,0,0,2",21
2420,"2,0,1,0",39
2420,"0,1,2,0",3
2420,"1,0,1,1",2
2421,"3,0,0,0",757
2421,"1,1,0,1",52
2421,"0,1,1,1",72
2421,"2,1,0,0",24
2421,"1,2,0,0",15
2421,"2,0,0,1",15
2421,"1,0,0,2",21
2421,"2,0,1,0",39
2421,"0,1,2,0",3
2421,"1,0,1,1",2
2422,"3,0,0,0",757
2422,"1,1,0,1",52
2422,"0,1,1,1",72
2422,"2,1,0,0",24
2422,"1,2,0,0",15
2422,"2,0,0,1",15
2422,"1,0,0,2",21
2422,"2,0,1,0",39
2422,"0,1,2,0",3
2422,"1,0,1,1",2
2423,"3,0,0,0",757
2423,"1,1,0,1",52
2423,"0,1,1,1",72
2423,"2,1,0,0",24
2423,"1,2,0,0",15
2423,"2,0,0,1",15
2423,"1,0,0,2",21
2423,"2,0,1,0",39
2423,"0,1,2,0",3
2423,"1,0,1,1",2
2424,"3,0,0,0",756
2424,"1,1,0,1",52
2424,"0,1,1,1",73
2424,"2,1,0,0",24
2424,"1,2,0,0",15
2424,"2,0,0,1",15
2424,"1,0,0,2",21
2424,"2,0,1,0",39
2424,"0,1,2,0",3
2424,"1,0,1,1",2
2425,"3,0,0,0",756
2425,"1,1,0,1",52
2425,"0,1,1,1",73
2425,"2,1,0,0",24
2425,"1,2,0,0",15
2425,"2,0,0,1",15
2425,"1,0,0,2",21
2425,"2,0,1,0",39
2425,"0,1,2,0",3
2425,"1,0,1,1",2
2426,"3,0,0,0",756
2426,"1,1,0,1",52
2426,"0,1,1,1",73
2426,"2,1,0,0",24
2426,"1,2,0,0",15
2426,"2,0,0,1",15
2426,"1,0,0,2",21
2426,"2,0,1,0",39
2426,"0,1,2,0",3
2426,"1,0,1,1",2
2427,"3,0,0,0",756
2427,"1,1,0,1",52
2427,"0,1,1,1",73
2427,"2,1,0,0",24
2427,"1,2,0,0",15
2427,"2,0,0,1",15
2427,"1,0,0,2",21
2427,"2,0,1,0",39
2427,"0,1,2,0",3
2427,"1,0,1,1",2
2428,"3,0,0,0",755
2428,"1,1,0,1",53
2428,"0,1,1,1",73
2428,"2,1,0,0",24
2428,"1,2,0,0",15
2428,"2,0,0,1",15
2428,"1,0,0,2",21
2428,"2,0,1,0",39
2428,"0,1,2,0",3
2428,"1,0,1,1",2
2429,"3,0,0,0",754
2429,"1,1,0,1",54
2429,"0,1,1,1",73
2429,"2,1,0,0",24
2429,"1,2,0,0",15
2429,"2,0,0,1",15
2429,"1,0,0,2",21
2429,"2,0,1,0",39
2429,"0,1,2,0",3
2429,"1,0,1,1",2
2430,"3,0,0,0",754
2430,"1,1,0,1",54
2430,"0,1,1,1",73
2430,"2,1,0,0",24
2430,"1,2,0,0",15
2430,"2,0,0,1",15
2430,"1,0,0,2",21
2430,"2,0,1,0",39
2430,"0,1,2,0",3
2430,"1,0,1,1",2
2431,"3,0,0,0",754
2431,"1,1,0,1",54
2431,"0,1,1,1",73
2431,"2,1,0,0",24
2431,"1,2,0,0",15
2431,"2,0,0,1",15
2431,"1,0,0,2",21
2431,"2,0,1,0",39
2431,"0,1,2,0",3
2431,"1,0,1,1",2
2432,"3,0,0,0",754
2432,"1,1,0,1",54
2432,"0,1,1,1",73
2432,"2,1,0,0",24
2432,"1,2,0,0",15
2432,"2,0,0,1",15
2432,"1,0,0,2",21
2432,"2,0,1,0",39
2432,"0,1,2,0",3
2432,"1,0,1,1",2
2433,"3,0,0,0",753
2433,"1,1,0,1",54
2433,"0,1,1,1",74
2433,"2,1,0,0",24
2433,"1,2,0,0",15
2433,"2,0,0,1",15
2433,"1,0,0,2",21
2433,"2,0,1,0",39
2433,"0,1,2,0",3
2433,"1,0,1,1",2
2434,"3,0,0,0",753
2434,"1,1,0,1",54
2434,"0,1,1,1",74
2434,"2,1,0,0",24
2434,"1,2,0,0",15
2434,"2,0,0,1",15
2434,"1,0,0,2",21
2434,"2,0,1,0",39
2434,"0,1,2,0",3
2434,"1,0,1,1",2
2435,"3,0,0,0",753
2435,"1,1,0,1",54
2435,"0,1,1,1",74
2435,"2,1,0,0",24
2435,"1,2,0,0",15
2435,"2,0,0,1",15
2435,"1,0,0,2",21
2435,"2,0,1,0",39
2435,"0,1,2,0",3
2435,"1,0,1,1",2
2436,"3,0,0,0",753
2436,"1,1,0,1",54
2436,"0,1,1,1",74
2436,"2,1,0,0",24
2436,"1,2,0,0",15
2436,"2,0,0,1",15
2436,"1,0,0,2",21
2436,"2,0,1,0",39
2436,"0,1,2,0",3
2436,"1,0,1,1",2
2437,"3,0,0,0",753
2437,"1,1,0,1",54
2437,"0,1,1,1",74
2437,"2,1,0,0",24
2437,"1,2,0,0",15
2437,"2,0,0,1",15
2437,"1,0,0,2",21
2437,"2,0,1,0",39
2437,"0,1,2,0",3
2437,"1,0,1,1",2
2438,"3,0,0,0",753
2438,"1,1,0,1",54
2438,"0,1,1,1",74
2438,"2,1,0,0",24
2438,"1,2,0,0",15
2438,"2,0,0,1",15
2438,"1,0,0,2",21
2438,"2,0,1,0",39
2438,"0,1,2,0",3
2438,"1,0,1,1",2
2439,"3,0,0,0",753
2439,"1,1,0,1",54
2439,"0,1,1,1",74
2439,"2,1,0,0",24
2439,"1,2,0,0",15
2439,"2,0,0,1",15
2439,"1,0,0,2",21
2439,"2,0,1,0",39
2439,"0,1,2,0",3
2439,"1,0,1,1",2
2440,"3,0,0,0",753
2440,"1,1,0,1",54
2440,"0,1,1,1",74
2440,"2,1,0,0",24
2440,"1,2,0,0",15
2440,"2,0,0,1",15
2440,"1,0,0,2",21
2440,"2,0,1,0",39
2440,"0,1,2,0",3
2440,"1,0,1,1",2
2441,"3,0,0,0",753
2441,"1,1,0,1",53
2441,"0,1,1,1",75
2441,"2,1,0,0",24
2441,"1,2,0,0",15
2441,"2,0,0,1",15
2441,"1,0,0,2",21
2441,"2,0,1,0",39
2441,"0,1,2,0",3
2441,"1,0,1,1",2
2442,"3,0,0,0",753
2442,"1,1,0,1",53
2442,"0,1,1,1",75
2442,"2,1,0,0",24
2442,"1,2,0,0",15
2442,"2,0,0,1",15
2442,"1,0,0,2",21
2442,"2,0,1,0",39
2442,"0,1,2,0",3
2442,"1,0,1,1",2
2443,"3,0,0,0",753
2443,"1,1,0,1",53
2443,"0,1,1,1",75
2443,"2,1,0,0",24
2443,"1,2,0,0",15
2443,"2,0,0,1",15
2443,"1,0,0,2",21
2443,"2,0,1,0",39
2443,"0,1,2,0",3
2443,"1,0,1,1",2
2444,"3,0,0,0",752
2444,"1,1,0,1",53
2444,"0,1,1,1",75
2444,"2,1,0,0",24
2444,"1,2,0,0",15
2444,"2,0,0,1",15
2444,"1,0,0,2",21
2444,"2,0,1,0",40
2444,"0,1,2,0",3
2444,"1,0,1,1",2
2445,"3,0,0,0",752
2445,"1,1,0,1",53
2445,"0,1,1,1",75
2445,"2,1,0,0",24
2445,"1,2,0,0",15
2445,"2,0,0,1",15
2445,"1,0,0,2",21
2445,"2,0,1,0",40
2445,"0,1,2,0",3
2445,"1,0,1,1",2
2446,"3,0,0,0",752
2446,"1,1,0,1",53
2446,"0,1,1,1",75
2446,"2,1,0,0",24
2446,"1,2,0,0",15
2446,"2,0,0,1",15
2446,"1,0,0,2",21
2446,"2,0,1,0",40
2446,"0,1,2,0",3
2446,"1,0,1,1",2
2447,"3,0,0,0",752
2447,"1,1,0,1",53
2447,"0,1,1,1",75
2447,"2,1,0,0",24
2447,"1,2,0,0",15
2447,"2,0,0,1",15
2447,"1,0,0,2",21
2447,"2,0,1,0",40
2447,"0,1,2,0",3
2447,"1,0,1,1",2
2448,"3,0,0,0",752
2448,"1,1,0,1",54
2448,"0,1,1,1",75
2448,"2,1,0,0",24
2448,"1,2,0,0",15
2448,"2,0,0,1",14
2448,"1,0,0,2",21
2448,"2,0,1,0",40
2448,"0,1,2,0",3
2448,"1,0,1,1",2
2449,"3,0,0,0",752
2449,"1,1,0,1",55
2449,"0,1,1,1",75
2449,"2,1,0,0",23
2449,"1,2,0,0",15
2449,"2,0,0,1",14
2449,"1,0,0,2",21
2449,"2,0,1,0",40
2449,"0,1,2,0",3
2449,"1,0,1,1",2
2450,"3,0,0,0",752
2450,"1,1,0,1",55
2450,"0,1,1,1",75
2450,"2,1,0,0",23
2450,"1,2,0,0",15
2450,"2,0,0,1",14
2450,"1,0,0,2",21
2450,"2,0,1,0",40
2450,"0,1,2,0",3
2450,"1,0,1,1",2
2451,"3,0,0,0",752
2451,"1,1,0,1",55
2451,"0,1,1,1",75
2451,"2,1,0,0",23
2451,"1,2,0,0",15
2451,"2,0,0,1",14
2451,"1,0,0,2",21
2451,"2,0,1,0",40
2451,"0,1,2,0",3
2451,"1,0,1,1",2
2452,"3,0,0,0",751
2452,"1,1,0,1",55
2452,"0,1,1,1",76
2452,"2,1,0,0",23
2452,"1,2,0,0",15
2452,"2,0,0,1",14
2452,"1,0,0,2",21
2452,"2,0,1,0",40
2452,"0,1,2,0",3
2452,"1,0,1,1",2
2453,"3,0,0,0",751
2453,"1,1,0,1",55
2453,"0,1,1,1",76
2453,"2,1,0,0",23
2453,"1,2,0,0",15
2453,"2,0,0,1",14
2453,"1,0,0,2",21
2453,"2,0,1,0",40
2453,"0,1,2,0",3
2453,"1,0,1,1",2
2454,"3,0,0,0",751
2454,"1,1,0,1",55
2454,"0,1,1,1",76
2454,"2,1,0,0",23
2454,"1,2,0,0",15
2454,"2,0,0,1",14
2454,"1,0,0,2",21
2454,"2,0,1,0",40
2454,"0,1,2,0",3
2454,"1,0,1,1",2
2455,"3,0,0,0",751
2455,"1,1,0,1",55
2455,"0,1,1,1",76
2455,"2,1,0,0",23
2455,"1,2,0,0",15
2455,"2,0,0,1",14
2455,"1,0,0,2",21
2455,"2,0,1,0",40
2455,"0,1,2,0",3
2455,"1,0,1,1",2
2456,"3,0,0,0",750
2456,"1,1,0,1",55
2456,"0,1,1,1",76
2456,"2,1,0,0",23
2456,"1,2,0,0",15
2456,"2,0,0,1",14
2456,"1,0,0,2",21
2456,"2,0,1,0",41
2456,"0,1,2,0",3
2456,"1,0,1,1",2
2457,"3,0,0,0",750
2457,"1,1,0,1",55
2457,"0,1,1,1",76
2457,"2,1,0,0",23
2457,"1,2,0,0",15
2457,"2,0,0,1",14
2457,"1,0,0,2",21
2457,"2,0,1,0",41
2457,"0,1,2,0",3
2457,"1,0,1,1",2
2458,"3,0,0,0",750
2458,"1,1,0,1",55
2458,"0,1,1,1",76
2458,"2,1,0,0",23
2458,"1,2,0,0",15
2458,"2,0,0,1",14
2458,"1,0,0,2",21
2458,"2,0,1,0",41
2458,"0,1,2,0",3
2458,"1,0,1,1",2
2459,"3,0,0,0",749
2459,"1,1,0,1",55
2459,"0,1,1,1",77
2459,"2,1,0,0",23
2459,"1,2,0,0",15
2459,"2,0,0,1",14
2459,"1,0,0,2",21
2459,"2,0,1,0",41
2459,"0,1,2,0",3
2459,"1,0,1,1",2
2460,"3,0,0,0",749
2460,"1,1,0,1",55
2460,"0,1,1,1",77
2460,"2,1,0,0",23
2460,"1,2,0,0",15
2460,"2,0,0,1",14
2460,"1,0,0,2",21
2460,"2,0,1,0",41
2460,"0,1,2,0",3
2460,"1,0,1,1",2
2461,"3,0,0,0",749
2461,"1,1,0,1",55
2461,"0,1,1,1",77
2461,"2,1,0,0",23
2461,"1,2,0,0",15
2461,"2,0,0,1",14
2461,"1,0,0,2",21
2461,"2,0,1,0",41
2461,"0,1,2,0",3
2461,"1,0,1,1",2
2462,"3,0,0,0",748
2462,"1,1,0,1",55
2462,"0,1,1,1",77
2462,"2,1,0,0",23
2462,"1,2,0,0",16
2462,"2,0,0,1",14
2462,"1,0,0,2",21
2462,"2,0,1,0",41
2462,"0,1,2,0",3
2462,"1,0,1,1",2
2463,"3,0,0,0",748
2463,"1,1,0,1",55
2463,"0,1,1,1",77
2463,"2,1,0,0",23
2463,"1,2,0,0",16
2463,"2,0,0,1",14
2463,"1,0,0,2",21
2463,"2,0,1,0",41
2463,"0,1,2,0",3
2463,"1,0,1,1",2
2464,"3,0,0,0",748
2464,"1,1,0,1",55
2464,"0,1,1,1",77
2464,"2,1,0,0",23
2464,"1,2,0,0",16
2464,"2,0,0,1",14
2464,"1,0,0,2",21
2464,"2,0,1,0",41
2464,"0,1,2,0",3
2464,"1,0,1,1",2
2465,"3,0,0,0",747
2465,"1,1,0,1",55
2465,"0,1,1,1",78
2465,"2,1,0,0",23
2465,"1,2,0,0",16
2465,"2,0,0,1",14
2465,"1,0,0,2",21
2465,"2,0,1,0",41
2465,"0,1,2,0",3
2465,"1,0,1,1",2
2466,"3,0,0,0",746
2466,"1,1,0,1",55
2466,"0,1,1,1",79
2466,"2,1,0,0",23
2466,"1,2,0,0",16
2466,"2,0,0,1",14
2466,"1,0,0,2",21
2466,"2,0,1,0",41
2466,"0,1,2,0",3
2466,"1,0,1,1",2
2467,"3,0,0,0",745
2467,"1,1,0,1",55
2467,"0,1,1,1",80
2467,"2,1,0,0",23
2467,"1,2,0,0",16
2467,"2,0,0,1",14
2467,"1,0,0,2",21
2467,"2,0,1,0",41
2467,"0,1,2,0",3
2467,"1,0,1,1",2
2468,"3,0,0,0",744
2468,"1,1,0,1",55
2468,"0,1,1,1",81
2468,"2,1,0,0",23
2468,"1,2,0,0",16
2468,"2,0,0,1",14
2468,"1,0,0,2",21
2468,"2,0,1,0",41
2468,"0,1,2,0",3
2468,"1,0,1,1",2
2469,"3,0,0,0",743
2469,"1,1,0,1",56
2469,"0,1,1,1",81
2469,"2,1,0,0",23
2469,"1,2,0,0",16
2469,"2,0,0,1",14
2469,"1,0,0,2",21
2469,"2,0,1,0",41
2469,"0,1,2,0",3
2469,"1,0,1,1",2
2470,"3,0,0,0",743
2470,"1,1,0,1",56
2470,"0,1,1,1",81
2470,"2,1,0,0",23
2470,"1,2,0,0",16
2470,"2,0,0,1",14
2470,"1,0,0,2",21
2470,"2,0,1,0",41
2470,"0,1,2,0",3
2470,"1,0,1,1",2
2471,"3,0,0,0",742
2471,"1,1,0,1",56
2471,"0,1,1,1",81
2471,"2,1,0,0",23
2471,"1,2,0,0",16
2471,"2,0,0,1",14
2471,"1,0,0,2",21
2471,"2,0,1,0",42
2471,"0,1,2,0",3
2471,"1,0,1,1",2
2472,"3,0,0,0",742
2472,"1,1,0,1",56
2472,"0,1,1,1",81
2472,"2,1,0,0",23
2472,"1,2,0,0",16
2472,"2,0,0,1",14
2472,"1,0,0,2",21
2472,"2,0,1,0",42
2472,"0,1,2,0",3
2472,"1,0,1,1",2
2473,"3,0,0,0",742
2473,"1,1,0,1",56
2473,"0,1,1,1",81
2473,"2,1,0,0",23
2473,"1,2,0,0",16
2473,"2,0,0,1",14
2473,"1,0,0,2",21
2473,"2,0,1,0",42
2473,"0,1,2,0",3
2473,"1,0,1,1",2
2474,"3,0,0,0",741
2474,"1,1,0,1",56
2474,"0,1,1,1",82
2474,"2,1,0,0",23
2474,"1,2,0,0",16
2474,"2,0,0,1",14
2474,"1,0,0,2",21
2474,"2,0,1,0",42
2474,"0,1,2,0",3
2474,"1,0,1,1",2
2475,"3,0,0,0",740
2475,"1,1,0,1",56
2475,"0,1,1,1",82
2475,"2,1,0,0",23
2475,"1,2,0,0",16
2475,"2,0,0,1",14
2475,"1,0,0,2",21
2475,"2,0,1,0",43
2475,"0,1,2,0",3
2475,"1,0,1,1",2
2476,"3,0,0,0",740
2476,"1,1,0,1",56
2476,"0,1,1,1",82
2476,"2,1,0,0",23
2476,"1,2,0,0",16
2476,"2,0,0,1",14
2476,"1,0,0,2",21
2476,"2,0,1,0",43
2476,"0,1,2,0",3
2476,"1,0,1,1",2
2477,"3,0,0,0",740
2477,"1,1,0,1",56
2477,"0,1,1,1",82
2477,"2,1,0,0",23
2477,"1,2,0,0",16
2477,"2,0,0,1",14
2477,"1,0,0,2",21
2477,"2,0,1,0",43
2477,"0,1,2,0",3
2477,"1,0,1,1",2
2478,"3,0,0,0",739
2478,"1,1,0,1",56
2478,"0,1,1,1",83
2478,"2,1,0,0",23
2478,"1,2,0,0",16
2478,"2,0,0,1",14
2478,"1,0,0,2",21
2478,"2,0,1,0",43
2478,"0,1,2,0",3
2478,"1,0,1,1",2
2479,"3,0,0,0",738
2479,"1,1,0,1",57
2479,"0,1,1,1",83
2479,"2,1,0,0",23
2479,"1,2,0,0",16
2479,"2,0,0,1",14
2479,"1,0,0,2",21
2479,"2,0,1,0",43
2479,"0,1,2,0",3
2479,"1,0,1,1",2
2480,"3,0,0,0",738
2480,"1,1,0,1",57
2480,"0,1,1,1",83
2480,"2,1,0,0",23
2480,"1,2,0,0",16
2480,"2,0,0,1",14
2480,"1,0,0,2",21
2480,"2,0,1,0",43
2480,"0,1,2,0",3
2480,"1,0,1,1",2
2481,"3,0,0,0",738
2481,"1,1,0,1",58
2481,"0,1,1,1",83
2481,"2,1,0,0",23
2481,"1,2,0,0",15
2481,"2,0,0,1",14
2481,"1,0,0,2",21
2481,"2,0,1,0",43
2481,"0,1,2,0",3
2481,"1,0,1,1",2
2482,"3,0,0,0",738
2482,"1,1,0,1",58
2482,"0,1,1,1",83
2482,"2,1,0,0",23
2482,"1,2,0,0",15
2482,"2,0,0,1",14
2482,"1,0,0,2",21
2482,"2,0,1,0",43
2482,"0,1,2,0",3
2482,"1,0,1,1",2
2483,"3,0,0,0",738
2483,"1,1,0,1",58
2483,"0,1,1,1",83
2483,"2,1,0,0",23
2483,"1,2,0,0",15
2483,"2,0,0,1",14
2483,"1,0,0,2",21
2483,"2,0,1,0",43
2483,"0,1,2,0",3
2483,"1,0,1,1",2
2484,"3,0,0,0",737
2484,"1,1,0,1",58
2484,"0,1,1,1",84
2484,"2,1,0,0",23
2484,"1,2,0,0",15
2484,"2,0,0,1",14
2484,"1,0,0,2",21
2484,"2,0,1,0",43
2484,"0,1,2,0",3
2484,"1,0,1,1",2
2485,"3,0,0,0",737
2485,"1,1,0,1",58
2485,"0,1,1,1",84
2485,"2,1,0,0",23
2485,"1,2,0,0",15
2485,"2,0,0,1",14
2485,"1,0,0,2",21
2485,"2,0,1,0",43
2485,"0,1,2,0",3
2485,"1,0,1,1",2
2486,"3,0,0,0",737
2486,"1,1,0,1",58
2486,"0,1,1,1",84
2486,"2,1,0,0",23
2486,"1,2,0,0",15
2486,"2,0,0,1",14
2486,"1,0,0,2",21
2486,"2,0,1,0",43
2486,"0,1,2,0",3
2486,"1,0,1,1",2
2487,"3,0,0,0",737
2487,"1,1,0,1",58
2487,"0,1,1,1",84
2487,"2,1,0,0",23
2487,"1,2,0,0",15
2487,"2,0,0,1",14
2487,"1,0,0,2",21
2487,"2,0,1,0",43
2487,"0,1,2,0",3
2487,"1,0,1,1",2
2488,"3,0,0,0",736
2488,"1,1,0,1",58
2488,"0,1,1,1",85
2488,"2,1,0,0",23
2488,"1,2,0,0",15
2488,"2,0,0,1",14
2488,"1,0,0,2",21
2488,"2,0,1,0",43
2488,"0,1,2,0",3
2488,"1,0,1,1",2
2489,"3,0,0,0",736
2489,"1,1,0,1",58
2489,"0,1,1,1",85
2489,"2,1,0,0",23
2489,"1,2,0,0",15
2489,"2,0,0,1",14
2489,"1,0,0,2",21
2489,"2,0,1,0",43
2489,"0,1,2,0",3
2489,"1,0,1,1",2
2490,"3,0,0,0",736
2490,"1,1,0,1",58
2490,"0,1,1,1",85
2490,"2,1,0,0",23
2490,"1,2,0,0",15
2490,"2,0,0,1",14
2490,"1,0,0,2",21
2490,"2,0,1,0",43
2490,"0,1,2,0",3
2490,"1,0,1,1",2
2491,"3,0,0,0",736
2491,"1,1,0,1",58
2491,"0,1,1,1",85
2491,"2,1,0,0",23
2491,"1,2,0,0",15
2491,"2,0,0,1",14
2491,"1,0,0,2",21
2491,"2,0,1,0",43
2491,"0,1,2,0",3
2491,"1,0,1,1",2
2492,"3,0,0,0",736
2492,"1,1,0,1",58
2492,"0,1,1,1",85
2492,"2,1,0,0",23
2492,"1,2,0,0",15
2492,"2,0,0,1",14
2492,"1,0,0,2",21
2492,"2,0,1,0",43
2492,"0,1,2,0",3
2492,"1,0,1,1",2
2493,"3,0,0,0",735
2493,"1,1,0,1",58
2493,"0,1,1,1",86
2493,"2,1,0,0",23
2493,"1,2,0,0",15
2493,"2,0,0,1",14
2493,"1,0,0,2",21
2493,"2,0,1,0",43
2493,"0,1,2,0",3
2493,"1,0,1,1",2
2494,"3,0,0,0",735
2494,"1,1,0,1",58
2494,"0,1,1,1",86
2494,"2,1,0,0",23
2494,"1,2,0,0",15
2494,"2,0,0,1",14
2494,"1,0,0,2",21
2494,"2,0,1,0",43
2494,"0,1,2,0",3
2494,"1,0,1,1",2
2495,"3,0,0,0",734
2495,"1,1,0,1",58
2495,"0,1,1,1",86
2495,"2,1,0,0",23
2495,"1,2,0,0",15
2495,"2,0,0,1",14
2495,"1,0,0,2",22
2495,"2,0,1,0",43
2495,"0,1,2,0",3
2495,"1,0,1,1",2
2496,"3,0,0,0",734
2496,"1,1,0,1",58
2496,"0,1,1,1",86
2496,"2,1,0,0",23
2496,"1,2,0,0",15
2496,"2,0,0,1",14
2496,"1,0,0,2",22
2496,"2,0,1,0",43
2496,"0,1,2,0",3
2496,"1,0,1,1",2
2497,"3,0,0,0",734
2497,"1,1,0,1",58
2497,"0,1,1,1",86
2497,"2,1,0,0",23
2497,"1,2,0,0",15
2497,"2,0,0,1",14
2497,"1,0,0,2",22
2497,"2,0,1,0",43
2497,"0,1,2,0",3
2497,"1,0,1,1",2
2498,"3,0,0,0",733
2498,"1,1,0,1",58
2498,"0,1,1,1",86
2498,"2,1,0,0",24
2498,"1,2,0,0",15
2498,"2,0,0,1",14
2498,"1,0,0,2",22
2498,"2,0,1,0",43
2498,"0,1,2,0",3
2498,"1,0,1,1",2
2499,"3,0,0,0",732
2499,"1,1,0,1",58
2499,"0,1,1,1",86
2499,"2,1,0,0",24
2499,"1,2,0,0",16
2499,"2,0,0,1",14
2499,"1,0,0,2",22
2499,"2,0,1,0",43
2499,"0,1,2,0",3
2499,"1,0,1,1",2
2500,"3,0,0,0",732
2500,"1,1,0,1",58
2500,"0,1,1,1",86
2500,"2,1,0,0",24
2500,"1,2,0,0",16
2500,"2,0,0,1",14
2500,"1,0,0,2",22
2500,"2,0,1,0",43
2500,"0,1,2,0",3
2500,"1,0,1,1",2
2501,"3,0,0,0",732
2501,"1,1,0,1",58
2501,"0,1,1,1",86
2501,"2,1,0,0",24
2501,"1,2,0,0",16
2501,"2,0,0,1",14
2501,"1,0,0,2",22
2501,"2,0,1,0",43
2501,"0,1,2,0",3
2501,"1,0,1,1",2
2502,"3,0,0,0",731
2502,"1,1,0,1",58
2502,"0,1,1,1",87
2502,"2,1,0,0",24
2502,"1,2,0,0",16
2502,"2,0,0,1",14
2502,"1,0,0,2",22
2502,"2,0,1,0",43
2502,"0,1,2,0",3
2502,"1,0,1,1",2
2503,"3,0,0,0",731
2503,"1,1,0,1",58
2503,"0,1,1,1",87
2503,"2,1,0,0",24
2503,"1,2,0,0",16
2503,"2,0,0,1",14
2503,"1,0,0,2",22
2503,"2,0,1,0",43
2503,"0,1,2,0",3
2503,"1,0,1,1",2
2504,"3,0,0,0",731
2504,"1,1,0,1",58
2504,"0,1,1,1",87
2504,"2,1,0,0",24
2504,"1,2,0,0",16
2504,"2,0,0,1",14
2504,"1,0,0,2",22
2504,"2,0,1,0",43
2504,"0,1,2,0",3
2504,"1,0,1,1",2
2505,"3,0,0,0",731
2505,"1,1,0,1",58
2505,"0,1,1,1",87
2505,"2,1,0,0",24
2505,"1,2,0,0",16
2505,"2,0,0,1",14
2505,"1,0,0,2",22
2505,"2,0,1,0",43
2505,"0,1,2,0",3
2505,"1,0,1,1",2
2506,"3,0,0,0",731
2506,"1,1,0,1",58
2506,"0,1,1,1",87
2506,"2,1,0,0",24
2506,"1,2,0,0",16
2506,"2,0,0,1",14
2506,"1,0,0,2",22
2506,"2,0,1,0",43
2506,"0,1,2,0",3
2506,"1,0,1,1",2
2507,"3,0,0,0",731
2507,"1,1,0,1",58
2507,"0,1,1,1",87
2507,"2,1,0,0",24
2507,"1,2,0,0",16
2507,"2,0,0,1",14
2507,"1,0,0,2",22
2507,"2,0,1,0",43
2507,"0,1,2,0",3
2507,"1,0,1,1",2
2508,"3,0,0,0",731
2508,"1,1,0,1",58
2508,"0,1,1,1",87
2508,"2,1,0,0",24
2508,"1,2,0,0",16
2508,"2,0,0,1",14
2508,"1,0,0,2",22
2508,"2,0,1,0",43
2508,"0,1,2,0",3
2508,"1,0,1,1",2
2509,"3,0,0,0",731
2509,"1,1,0,1",58
2509,"0,1,1,1",87
2509,"2,1,0,0",24
2509,"1,2,0,0",16
2509,"2,0,0,1",14
2509,"1,0,0,2",22
2509,"2,0,1,0",43
2509,"0,1,2,0",3
